user_id,age_bucket,retirement_goal,advisor_specialty_preference,approx_savings,profession,owns_house,risk_tolerance_score,state
2446,30-40,10+ yrs,Tax Aware Investing,155288,Small Business Owner,0,5,TX
2447,30-40,10+ yrs,Management of New Wealth,19058,Teacher,1,4,CA
2448,<30,2-5 yrs,I don't know,10058,Retired,0,3,WA
2449,<30,10+ yrs,Tax Preparation,257113,Accountant,0,4,IL
2450,30-40,2-5 yrs,Retirement Planning,104848,Nurse,1,3,WA
2451,30-40,5-10 yrs,Entrepreneurial Wealth Management,114240,Financial Analyst,0,3,CA
2452,60+,5-10 yrs,Life Insurance,25106,Product Manager,1,1,FL
2453,40-50,2-5 yrs,Tax Aware Investing,128511,Consultant,1,3,IL
2454,30-40,10+ yrs,Divorce Planning,84772,Small Business Owner,0,4,MA
2455,40-50,10+ yrs,Retirement Planning,15900,Construction Manager,1,3,NJ
2456,<30,10+ yrs,Socially Conscious Investing,238435,Small Business Owner,0,5,NY
2457,30-40,10+ yrs,Retirement Planning,76329,Software Engineer,1,3,FL
2458,40-50,5-10 yrs,Estate Planning,46329,Data Scientist,1,2,FL
2459,30-40,2-5 yrs,Estate Planning,47089,Product Manager,1,3,FL
2460,30-40,2-5 yrs,Retirement Planning,10789,Financial Analyst,1,2,FL
2461,60+,5-10 yrs,Retirement Planning,112871,Small Business Owner,1,2,CA
2462,60+,5-10 yrs,Life Insurance,83756,Retired,1,1,IL
2463,40-50,10+ yrs,I don't know,55566,Entrepreneur,0,3,MA
2464,40-50,5-10 yrs,Life Insurance,209114,Software Engineer,1,3,TX
2465,40-50,5-10 yrs,Retirement Planning,19044,Entrepreneur,1,2,MA
2466,<30,5-10 yrs,Retirement Planning,38673,Software Engineer,0,4,TX
2467,30-40,10+ yrs,Retirement Planning,30791,Nurse,1,4,FL
2468,<30,10+ yrs,Socially Conscious Investing,51486,Marketing Manager,0,4,NJ
2469,30-40,10+ yrs,Management of New Wealth,70313,Accountant,0,3,TX
2470,40-50,5-10 yrs,Management of New Wealth,97441,Financial Analyst,0,2,MA
2471,30-40,10+ yrs,Tax Preparation,48422,Data Scientist,1,4,TX
2472,60+,<2 yrs,Tax Preparation,30042,Entrepreneur,1,2,IL
2473,60+,10+ yrs,Retirement Planning,301765,Government Employee,1,3,MA
2474,40-50,5-10 yrs,Retirement Planning,579821,Doctor,1,2,TX
2475,40-50,5-10 yrs,Tax Preparation,75279,Data Scientist,1,3,FL
2476,60+,5-10 yrs,Retirement Planning,33486,Data Scientist,0,3,CA
2477,<30,10+ yrs,Retirement Planning,249673,Accountant,0,4,CA
2478,40-50,<2 yrs,Retirement Planning,17996,Nurse,1,1,CA
2479,<30,10+ yrs,Retirement Planning,48957,Accountant,1,4,MA
2480,40-50,5-10 yrs,Tax Aware Investing,35365,Product Manager,1,2,NY
2481,30-40,5-10 yrs,Entrepreneurial Wealth Management,23304,Data Scientist,0,2,FL
2482,60+,2-5 yrs,Entrepreneurial Wealth Management,51430,Accountant,1,3,CA
2483,60+,5-10 yrs,Retirement Planning,30401,Marketing Manager,1,2,MA
2484,<30,5-10 yrs,Tax Aware Investing,66929,Teacher,0,5,CA
2485,30-40,5-10 yrs,Life Insurance,67809,Student,0,3,FL
2486,60+,10+ yrs,Retirement Planning,37827,Retired,1,4,WA
2487,30-40,5-10 yrs,Retirement Planning,47407,Teacher,0,3,FL
2488,60+,10+ yrs,Tax Aware Investing,53757,Retired,1,2,FL
2489,40-50,10+ yrs,Retirement Planning,137154,Data Scientist,1,4,IL
2490,30-40,10+ yrs,Divorce Planning,57896,Retired,0,4,NY
2491,30-40,2-5 yrs,Divorce Planning,139000,Teacher,0,3,NY
2492,<30,5-10 yrs,Retirement Planning,112109,Lawyer,0,4,NY
2493,40-50,5-10 yrs,Retirement Planning,110677,Software Engineer,1,3,NY
2494,30-40,10+ yrs,Socially Conscious Investing,230743,Small Business Owner,1,4,CA
2495,30-40,10+ yrs,Tax Aware Investing,24162,Sales Manager,0,3,FL
2496,30-40,<2 yrs,I don't know,43223,Teacher,0,2,NY
2497,40-50,<2 yrs,Tax Preparation,323504,Product Manager,1,2,WA
2498,60+,10+ yrs,Management of New Wealth,52491,Nurse,1,3,WA
2499,60+,2-5 yrs,Life Insurance,5252,Teacher,1,1,WA
2500,30-40,10+ yrs,Entrepreneurial Wealth Management,55123,Entrepreneur,0,4,NY
2501,60+,5-10 yrs,Divorce Planning,74715,Doctor,1,2,WA
2502,40-50,10+ yrs,Tax Aware Investing,6276,Nurse,0,2,NJ
2503,40-50,2-5 yrs,Retirement Planning,219815,Consultant,0,3,WA
2504,60+,2-5 yrs,Tax Preparation,34809,Data Scientist,1,2,FL
2505,<30,10+ yrs,Retirement Planning,88939,Product Manager,0,5,NJ
2506,<30,10+ yrs,I don't know,53993,Entrepreneur,0,5,NY
2507,60+,5-10 yrs,Tax Preparation,20753,Small Business Owner,1,1,NY
2508,30-40,5-10 yrs,I don't know,25249,Marketing Manager,1,2,NY
2509,60+,10+ yrs,Retirement Planning,28521,Accountant,1,3,WA
2510,60+,10+ yrs,Entrepreneurial Wealth Management,175800,Small Business Owner,1,2,NY
2511,<30,10+ yrs,Retirement Planning,57943,Financial Analyst,0,5,NY
2512,60+,10+ yrs,I don't know,41370,Sales Manager,1,3,WA
2513,30-40,<2 yrs,Socially Conscious Investing,28534,Sales Manager,0,1,NY
2514,30-40,2-5 yrs,Management of New Wealth,194178,Financial Analyst,1,2,WA
2515,40-50,10+ yrs,Divorce Planning,247157,Consultant,0,4,NJ
2516,60+,10+ yrs,Estate Planning,192195,Construction Manager,0,2,NY
2517,<30,5-10 yrs,Estate Planning,103073,Teacher,0,4,NY
2518,30-40,2-5 yrs,I don't know,85892,Construction Manager,0,3,FL
2519,40-50,10+ yrs,Estate Planning,22151,Accountant,0,2,WA
2520,40-50,<2 yrs,Management of New Wealth,53037,Doctor,1,2,WA
2521,40-50,5-10 yrs,Tax Aware Investing,35757,Marketing Manager,0,3,CA
2522,<30,5-10 yrs,Entrepreneurial Wealth Management,12797,Consultant,0,4,MA
2523,30-40,10+ yrs,Tax Preparation,171328,Product Manager,0,3,MA
2524,30-40,10+ yrs,Estate Planning,35374,Entrepreneur,0,4,IL
2525,60+,5-10 yrs,Tax Aware Investing,194142,Financial Analyst,1,2,MA
2526,30-40,10+ yrs,Management of New Wealth,146322,Accountant,0,5,CA
2527,<30,10+ yrs,Tax Aware Investing,109211,Lawyer,0,5,NJ
2528,60+,5-10 yrs,Tax Aware Investing,114874,Consultant,1,2,TX
2529,<30,10+ yrs,Management of New Wealth,38033,Marketing Manager,0,5,NY
2530,60+,2-5 yrs,Retirement Planning,352238,Sales Manager,1,2,NJ
2531,40-50,<2 yrs,Retirement Planning,68789,Marketing Manager,1,2,FL
2532,60+,2-5 yrs,Tax Preparation,86832,Retired,1,1,TX
2533,30-40,2-5 yrs,Tax Aware Investing,36894,Financial Analyst,0,2,IL
2534,<30,5-10 yrs,Retirement Planning,28622,Retired,0,3,TX
2535,40-50,10+ yrs,Socially Conscious Investing,101678,Doctor,1,5,IL
2536,60+,10+ yrs,Management of New Wealth,80479,Software Engineer,1,3,WA
2537,40-50,10+ yrs,Tax Preparation,32519,Accountant,1,5,FL
2538,<30,5-10 yrs,Life Insurance,18131,Teacher,0,3,IL
2539,40-50,5-10 yrs,Retirement Planning,21100,Student,0,2,FL
2540,40-50,5-10 yrs,Tax Aware Investing,194176,Student,0,3,FL
2541,40-50,2-5 yrs,Tax Aware Investing,38103,Marketing Manager,0,3,CA
2542,40-50,<2 yrs,Estate Planning,48775,Small Business Owner,1,2,MA
2543,60+,10+ yrs,I don't know,244093,Retired,1,4,IL
2544,40-50,10+ yrs,Retirement Planning,24102,Construction Manager,1,3,TX
2545,<30,2-5 yrs,Retirement Planning,34396,Doctor,0,3,TX
2546,30-40,<2 yrs,Socially Conscious Investing,33127,Accountant,1,3,NJ
2547,<30,10+ yrs,Management of New Wealth,283867,Nurse,0,4,NY
2548,30-40,2-5 yrs,Tax Preparation,397935,Teacher,1,3,IL
2549,30-40,10+ yrs,Tax Preparation,130145,Professor,0,5,TX
2550,<30,10+ yrs,Entrepreneurial Wealth Management,133926,Professor,0,5,MA
2551,30-40,10+ yrs,Estate Planning,39248,Lawyer,1,5,MA
2552,<30,5-10 yrs,Socially Conscious Investing,381778,Real Estate Agent,0,4,CA
2553,60+,10+ yrs,Retirement Planning,84198,Small Business Owner,1,3,MA
2554,60+,5-10 yrs,Tax Preparation,142600,Software Engineer,1,1,TX
2555,<30,10+ yrs,Management of New Wealth,60175,Consultant,0,5,TX
2556,60+,5-10 yrs,Management of New Wealth,51988,Construction Manager,0,2,IL
2557,40-50,2-5 yrs,Tax Preparation,295592,Student,0,3,TX
2558,30-40,5-10 yrs,Tax Preparation,107554,Accountant,1,3,NJ
2559,<30,5-10 yrs,Entrepreneurial Wealth Management,244320,Nurse,0,5,FL
2560,30-40,10+ yrs,Management of New Wealth,83265,Lawyer,1,4,CA
2561,40-50,10+ yrs,Life Insurance,30836,Doctor,0,5,CA
2562,40-50,10+ yrs,Retirement Planning,39143,Product Manager,1,4,NY
2563,<30,2-5 yrs,Tax Preparation,72596,Doctor,0,4,WA
2564,<30,10+ yrs,I don't know,37652,Nurse,0,5,WA
2565,30-40,5-10 yrs,Retirement Planning,24423,Software Engineer,0,3,NY
2566,30-40,10+ yrs,Life Insurance,195101,Product Manager,0,3,FL
2567,30-40,10+ yrs,Life Insurance,40522,Software Engineer,0,4,WA
2568,30-40,<2 yrs,Tax Aware Investing,74934,Accountant,1,2,NJ
2569,60+,10+ yrs,Management of New Wealth,86380,Marketing Manager,1,3,TX
2570,60+,<2 yrs,Socially Conscious Investing,38974,Entrepreneur,1,2,CA
2571,30-40,5-10 yrs,I don't know,244194,Nurse,0,3,CA
2572,60+,5-10 yrs,Divorce Planning,24211,Nurse,1,2,IL
2573,30-40,2-5 yrs,Socially Conscious Investing,83739,Product Manager,0,3,NJ
2574,30-40,10+ yrs,Socially Conscious Investing,82578,Retired,0,5,FL
2575,30-40,<2 yrs,Management of New Wealth,63017,Accountant,1,2,NY
2576,40-50,2-5 yrs,Retirement Planning,20594,Software Engineer,1,2,WA
2577,60+,10+ yrs,Tax Aware Investing,144890,Software Engineer,1,3,NJ
2578,40-50,10+ yrs,Management of New Wealth,129205,Small Business Owner,1,4,CA
2579,30-40,10+ yrs,Retirement Planning,36025,Professor,1,4,NY
2580,40-50,10+ yrs,Socially Conscious Investing,125083,Product Manager,1,4,FL
2581,<30,10+ yrs,Divorce Planning,92727,Real Estate Agent,0,4,CA
2582,60+,5-10 yrs,I don't know,20898,Government Employee,0,1,CA
2583,30-40,<2 yrs,Life Insurance,30682,Construction Manager,1,2,NY
2584,30-40,2-5 yrs,Divorce Planning,184324,Product Manager,1,3,WA
2585,40-50,5-10 yrs,Retirement Planning,87419,Student,1,3,NJ
2586,40-50,10+ yrs,Retirement Planning,39820,Accountant,0,5,NY
2587,<30,5-10 yrs,Retirement Planning,30557,Student,0,4,WA
2588,40-50,10+ yrs,Life Insurance,41612,Student,1,4,IL
2589,30-40,5-10 yrs,I don't know,44354,Sales Manager,1,2,MA
2590,40-50,<2 yrs,Life Insurance,30903,Teacher,1,2,WA
2591,60+,2-5 yrs,Entrepreneurial Wealth Management,13799,Sales Manager,1,1,FL
2592,60+,10+ yrs,Tax Preparation,184612,Entrepreneur,1,3,NJ
2593,40-50,10+ yrs,Retirement Planning,158509,Sales Manager,0,3,TX
2594,40-50,10+ yrs,Estate Planning,21037,Lawyer,1,3,TX
2595,<30,2-5 yrs,Tax Aware Investing,74808,Entrepreneur,0,5,CA
2596,40-50,10+ yrs,Tax Aware Investing,29377,Lawyer,0,3,MA
2597,30-40,2-5 yrs,Tax Preparation,52291,Construction Manager,0,4,FL
2598,30-40,<2 yrs,Estate Planning,48518,Student,1,3,WA
2599,30-40,10+ yrs,Management of New Wealth,45023,Lawyer,0,3,FL
2600,<30,5-10 yrs,Management of New Wealth,401375,Software Engineer,1,3,CA
2601,40-50,10+ yrs,Retirement Planning,44520,Financial Analyst,1,4,NY
2602,<30,2-5 yrs,Estate Planning,31970,Lawyer,1,4,WA
2603,40-50,10+ yrs,Estate Planning,33312,Retired,1,4,MA
2604,30-40,10+ yrs,Retirement Planning,169295,Professor,1,3,CA
2605,<30,5-10 yrs,Divorce Planning,14959,Nurse,0,2,NJ
2606,30-40,10+ yrs,Estate Planning,33310,Financial Analyst,1,3,WA
2607,<30,2-5 yrs,Management of New Wealth,243321,Nurse,0,5,NJ
2608,30-40,10+ yrs,Entrepreneurial Wealth Management,82420,Data Scientist,0,5,CA
2609,40-50,5-10 yrs,Entrepreneurial Wealth Management,78647,Accountant,1,2,TX
2610,<30,2-5 yrs,Entrepreneurial Wealth Management,450868,Retired,0,4,NJ
2611,60+,5-10 yrs,Retirement Planning,82595,Marketing Manager,1,1,WA
2612,<30,2-5 yrs,Tax Aware Investing,34983,Data Scientist,1,5,WA
2613,30-40,10+ yrs,Retirement Planning,51335,Software Engineer,1,5,TX
2614,40-50,5-10 yrs,Retirement Planning,23815,Accountant,1,2,NJ
2615,30-40,2-5 yrs,I don't know,204913,Small Business Owner,1,3,NY
2616,<30,5-10 yrs,Tax Preparation,110980,Sales Manager,0,4,CA
2617,30-40,5-10 yrs,Tax Aware Investing,182038,Teacher,1,3,MA
2618,30-40,10+ yrs,Socially Conscious Investing,197143,Accountant,1,4,WA
2619,60+,10+ yrs,Socially Conscious Investing,45579,Nurse,0,3,NY
2620,30-40,5-10 yrs,Tax Preparation,28274,Sales Manager,0,3,CA
2621,40-50,10+ yrs,Life Insurance,63162,Accountant,1,3,WA
2622,60+,10+ yrs,Entrepreneurial Wealth Management,30167,Accountant,1,3,CA
2623,30-40,2-5 yrs,I don't know,76761,Lawyer,0,3,CA
2624,60+,10+ yrs,Retirement Planning,183301,Consultant,0,3,IL
2625,30-40,5-10 yrs,Retirement Planning,56878,Teacher,0,3,NJ
2626,60+,10+ yrs,Retirement Planning,75734,Retired,1,4,TX
2627,<30,10+ yrs,Retirement Planning,60811,Teacher,0,5,WA
2628,40-50,5-10 yrs,I don't know,136278,Government Employee,1,3,CA
2629,30-40,10+ yrs,Management of New Wealth,36279,Entrepreneur,1,4,WA
2630,30-40,10+ yrs,Life Insurance,9165,Consultant,1,3,NJ
2631,40-50,5-10 yrs,Estate Planning,101091,Lawyer,1,3,MA
2632,40-50,10+ yrs,Tax Aware Investing,160982,Sales Manager,0,4,NJ
2633,<30,5-10 yrs,Tax Aware Investing,98887,Financial Analyst,0,4,NY
2634,<30,10+ yrs,Management of New Wealth,37189,Student,0,5,NY
2635,40-50,10+ yrs,Life Insurance,23824,Software Engineer,1,3,WA
2636,40-50,<2 yrs,Retirement Planning,103264,Government Employee,1,3,NY
2637,60+,5-10 yrs,Life Insurance,75156,Retired,1,2,NY
2638,40-50,10+ yrs,Divorce Planning,59088,Entrepreneur,1,5,MA
2639,60+,<2 yrs,Estate Planning,341197,Sales Manager,1,2,NY
2640,40-50,<2 yrs,Life Insurance,28222,Entrepreneur,1,1,WA
2641,30-40,5-10 yrs,Estate Planning,326940,Accountant,1,3,WA
2642,<30,5-10 yrs,Tax Preparation,68091,Doctor,0,3,TX
2643,40-50,5-10 yrs,Life Insurance,12682,Entrepreneur,0,1,TX
2644,40-50,2-5 yrs,I don't know,56315,Product Manager,0,3,FL
2645,<30,2-5 yrs,Retirement Planning,156928,Software Engineer,0,5,CA
2646,30-40,10+ yrs,Estate Planning,47641,Marketing Manager,0,3,CA
2647,60+,5-10 yrs,Retirement Planning,17548,Construction Manager,1,2,NY
2648,30-40,2-5 yrs,Retirement Planning,57064,Lawyer,1,3,TX
2649,30-40,5-10 yrs,Tax Preparation,30593,Teacher,1,4,FL
2650,30-40,10+ yrs,I don't know,103015,Product Manager,1,5,WA
2651,<30,<2 yrs,Retirement Planning,132728,Nurse,0,4,IL
2652,30-40,2-5 yrs,Retirement Planning,25574,Teacher,0,2,IL
2653,30-40,<2 yrs,Retirement Planning,35058,Consultant,1,3,CA
2654,<30,10+ yrs,Estate Planning,130741,Consultant,0,4,WA
2655,40-50,10+ yrs,Retirement Planning,30547,Construction Manager,1,4,WA
2656,30-40,10+ yrs,Retirement Planning,24985,Sales Manager,1,3,WA
2657,60+,10+ yrs,Life Insurance,22906,Consultant,1,2,NY
2658,60+,10+ yrs,Tax Aware Investing,90838,Professor,1,2,FL
2659,<30,5-10 yrs,Management of New Wealth,87399,Retired,1,3,IL
2660,40-50,10+ yrs,Divorce Planning,35751,Doctor,1,5,CA
2661,30-40,<2 yrs,Retirement Planning,66474,Lawyer,1,2,WA
2662,60+,10+ yrs,Management of New Wealth,261560,Retired,1,4,CA
2663,<30,10+ yrs,Tax Preparation,27538,Retired,0,3,CA
2664,40-50,5-10 yrs,Tax Preparation,11423,Teacher,1,2,TX
2665,40-50,5-10 yrs,Estate Planning,99664,Teacher,1,3,MA
2666,30-40,2-5 yrs,Retirement Planning,59912,Entrepreneur,0,2,WA
2667,<30,10+ yrs,Entrepreneurial Wealth Management,34925,Software Engineer,0,5,TX
2668,40-50,10+ yrs,Life Insurance,118999,Sales Manager,1,4,TX
2669,40-50,10+ yrs,Retirement Planning,140829,Doctor,1,3,FL
2670,30-40,5-10 yrs,Socially Conscious Investing,9068,Software Engineer,1,2,NY
2671,40-50,10+ yrs,Tax Aware Investing,36778,Student,1,4,NJ
2672,30-40,10+ yrs,Tax Aware Investing,532727,Retired,1,3,NJ
2673,40-50,10+ yrs,Management of New Wealth,111866,Entrepreneur,0,4,TX
2674,<30,5-10 yrs,Tax Aware Investing,121600,Accountant,0,4,WA
2675,60+,5-10 yrs,Retirement Planning,190156,Retired,1,3,FL
2676,30-40,10+ yrs,Life Insurance,67195,Student,1,4,IL
2677,30-40,10+ yrs,Retirement Planning,135539,Consultant,0,5,WA
2678,<30,10+ yrs,Life Insurance,126279,Consultant,0,5,IL
2679,<30,<2 yrs,Life Insurance,107488,Teacher,0,3,TX
2680,30-40,<2 yrs,Retirement Planning,49522,Student,0,2,NY
2681,30-40,10+ yrs,Life Insurance,77253,Entrepreneur,0,3,IL
2682,60+,5-10 yrs,Life Insurance,38967,Nurse,1,2,WA
2683,<30,10+ yrs,Retirement Planning,66938,Teacher,0,5,TX
2684,30-40,5-10 yrs,Retirement Planning,23117,Accountant,0,3,MA
2685,30-40,<2 yrs,Management of New Wealth,32481,Student,1,2,TX
2686,<30,10+ yrs,I don't know,51324,Software Engineer,1,5,IL
2687,<30,10+ yrs,Tax Preparation,28301,Teacher,0,5,NY
2688,30-40,5-10 yrs,Retirement Planning,42002,Retired,0,4,WA
2689,30-40,5-10 yrs,Tax Preparation,57094,Professor,1,3,WA
2690,30-40,10+ yrs,Estate Planning,95038,Software Engineer,1,3,FL
2691,40-50,<2 yrs,Management of New Wealth,155489,Financial Analyst,1,2,NY
2692,40-50,10+ yrs,Life Insurance,43590,Software Engineer,0,4,IL
2693,<30,2-5 yrs,Management of New Wealth,220046,Small Business Owner,0,4,NY
2694,30-40,10+ yrs,Divorce Planning,154006,Small Business Owner,1,4,TX
2695,60+,10+ yrs,Life Insurance,104160,Sales Manager,1,3,NY
2696,30-40,10+ yrs,Management of New Wealth,75984,Small Business Owner,1,3,FL
2697,40-50,5-10 yrs,Socially Conscious Investing,88186,Doctor,1,3,CA
2698,30-40,10+ yrs,Entrepreneurial Wealth Management,192595,Small Business Owner,1,5,NJ
2699,40-50,5-10 yrs,I don't know,199032,Teacher,1,3,NJ
2700,40-50,2-5 yrs,Socially Conscious Investing,220015,Accountant,0,3,WA
2701,40-50,10+ yrs,Estate Planning,68678,Retired,1,3,CA
2702,60+,10+ yrs,Retirement Planning,109040,Student,0,3,NY
2703,<30,10+ yrs,Life Insurance,221724,Retired,0,5,TX
2704,<30,5-10 yrs,Life Insurance,37746,Doctor,0,4,NY
2705,40-50,<2 yrs,Socially Conscious Investing,49683,Student,1,2,CA
2706,60+,<2 yrs,Entrepreneurial Wealth Management,67133,Software Engineer,1,1,FL
2707,<30,10+ yrs,Retirement Planning,148692,Sales Manager,0,5,FL
2708,30-40,10+ yrs,Divorce Planning,150791,Doctor,1,3,NY
2709,<30,5-10 yrs,Estate Planning,53756,Teacher,0,4,TX
2710,30-40,10+ yrs,Retirement Planning,17021,Nurse,0,2,FL
2711,40-50,<2 yrs,Socially Conscious Investing,82583,Small Business Owner,0,2,CA
2712,30-40,5-10 yrs,Retirement Planning,28955,Teacher,1,2,WA
2713,30-40,2-5 yrs,Tax Preparation,17310,Data Scientist,0,3,CA
2714,30-40,5-10 yrs,Management of New Wealth,21216,Doctor,0,2,CA
2715,<30,<2 yrs,Socially Conscious Investing,88764,Software Engineer,1,3,CA
2716,30-40,10+ yrs,Socially Conscious Investing,225242,Consultant,0,5,NY
2717,40-50,2-5 yrs,Tax Aware Investing,68528,Retired,1,3,WA
2718,60+,10+ yrs,Life Insurance,80036,Doctor,1,3,CA
2719,60+,5-10 yrs,Life Insurance,191876,Doctor,0,2,IL
2720,<30,10+ yrs,Tax Aware Investing,16481,Small Business Owner,0,4,TX
2721,60+,10+ yrs,Management of New Wealth,105678,Accountant,1,2,FL
2722,40-50,10+ yrs,Tax Aware Investing,65484,Real Estate Agent,1,4,WA
2723,40-50,<2 yrs,I don't know,110133,Lawyer,0,2,NJ
2724,30-40,10+ yrs,I don't know,42824,Entrepreneur,0,4,NY
2725,30-40,10+ yrs,Tax Preparation,31693,Nurse,0,5,NJ
2726,30-40,2-5 yrs,I don't know,75091,Entrepreneur,0,3,TX
2727,<30,<2 yrs,Divorce Planning,291930,Small Business Owner,0,4,MA
2728,30-40,5-10 yrs,Divorce Planning,143604,Small Business Owner,1,2,IL
2729,30-40,10+ yrs,Management of New Wealth,41901,Student,1,5,WA
2730,30-40,5-10 yrs,Retirement Planning,19793,Retired,0,2,NY
2731,40-50,5-10 yrs,Retirement Planning,14561,Nurse,1,3,NJ
2732,30-40,2-5 yrs,Retirement Planning,216314,Lawyer,1,3,CA
2733,<30,<2 yrs,Tax Preparation,28013,Sales Manager,0,2,MA
2734,60+,10+ yrs,Retirement Planning,49367,Sales Manager,0,3,WA
2735,60+,<2 yrs,Retirement Planning,217312,Software Engineer,0,1,FL
2736,40-50,10+ yrs,Estate Planning,15482,Marketing Manager,1,4,NY
2737,60+,10+ yrs,Retirement Planning,253479,Consultant,0,2,TX
2738,40-50,2-5 yrs,Management of New Wealth,52665,Small Business Owner,1,4,NJ
2739,60+,10+ yrs,I don't know,23535,Product Manager,1,3,FL
2740,<30,<2 yrs,Life Insurance,52964,Professor,0,3,CA
2741,30-40,10+ yrs,Tax Preparation,34532,Software Engineer,1,3,TX
2742,30-40,2-5 yrs,Management of New Wealth,98394,Sales Manager,0,4,WA
2743,<30,10+ yrs,Estate Planning,36926,Small Business Owner,0,5,IL
2744,<30,5-10 yrs,Retirement Planning,11843,Nurse,0,4,IL
2745,40-50,5-10 yrs,Entrepreneurial Wealth Management,54257,Entrepreneur,1,4,NJ
2746,40-50,10+ yrs,Retirement Planning,19518,Retired,1,2,NY
2747,40-50,2-5 yrs,Tax Aware Investing,79529,Nurse,1,3,FL
2748,<30,10+ yrs,Life Insurance,22733,Lawyer,0,4,MA
2749,60+,5-10 yrs,Retirement Planning,42650,Lawyer,1,3,NY
2750,40-50,10+ yrs,Retirement Planning,77989,Professor,1,4,CA
2751,30-40,2-5 yrs,Tax Aware Investing,54654,Retired,0,3,NJ
2752,40-50,10+ yrs,Socially Conscious Investing,82899,Marketing Manager,0,5,CA
2753,30-40,2-5 yrs,Retirement Planning,122058,Nurse,1,2,CA
2754,30-40,5-10 yrs,Tax Aware Investing,23338,Sales Manager,0,2,CA
2755,60+,2-5 yrs,Tax Preparation,62445,Sales Manager,1,2,NY
2756,30-40,10+ yrs,Entrepreneurial Wealth Management,3305,Marketing Manager,1,3,TX
2757,30-40,2-5 yrs,Retirement Planning,82669,Teacher,0,3,NJ
2758,60+,10+ yrs,Entrepreneurial Wealth Management,50476,Sales Manager,0,3,NY
2759,40-50,10+ yrs,Retirement Planning,27306,Entrepreneur,1,4,NY
2760,<30,2-5 yrs,Retirement Planning,87916,Software Engineer,0,3,IL
2761,<30,10+ yrs,Socially Conscious Investing,190123,Professor,0,5,FL
2762,<30,<2 yrs,Tax Preparation,43113,Retired,0,3,IL
2763,40-50,5-10 yrs,Estate Planning,28273,Accountant,0,2,CA
2764,30-40,10+ yrs,Management of New Wealth,76766,Retired,1,4,NJ
2765,<30,10+ yrs,Life Insurance,19889,Doctor,1,3,TX
2766,60+,10+ yrs,Management of New Wealth,36521,Small Business Owner,0,4,FL
2767,40-50,5-10 yrs,Tax Preparation,198821,Doctor,0,3,NY
2768,30-40,5-10 yrs,I don't know,69979,Nurse,1,3,CA
2769,30-40,2-5 yrs,Retirement Planning,12191,Marketing Manager,1,2,NJ
2770,40-50,10+ yrs,Retirement Planning,13130,Marketing Manager,1,3,CA
2771,<30,5-10 yrs,Life Insurance,76563,Product Manager,0,3,NY
2772,30-40,10+ yrs,Management of New Wealth,143796,Sales Manager,1,3,FL
2773,60+,2-5 yrs,Retirement Planning,15431,Marketing Manager,0,1,FL
2774,30-40,5-10 yrs,Retirement Planning,99184,Government Employee,1,2,FL
2775,40-50,5-10 yrs,Estate Planning,219105,Entrepreneur,0,3,FL
2776,30-40,<2 yrs,Estate Planning,361881,Lawyer,1,2,TX
2777,<30,5-10 yrs,Retirement Planning,89152,Teacher,0,4,TX
2778,<30,10+ yrs,I don't know,104414,Consultant,1,4,WA
2779,30-40,10+ yrs,Life Insurance,9702,Real Estate Agent,0,4,FL
2780,<30,5-10 yrs,Estate Planning,437913,Software Engineer,1,5,FL
2781,<30,5-10 yrs,Tax Preparation,39421,Doctor,0,5,CA
2782,60+,<2 yrs,Entrepreneurial Wealth Management,28563,Doctor,1,1,WA
2783,60+,10+ yrs,Socially Conscious Investing,52591,Marketing Manager,0,3,NY
2784,40-50,<2 yrs,Retirement Planning,257946,Lawyer,1,1,FL
2785,60+,10+ yrs,Management of New Wealth,482743,Teacher,1,4,MA
2786,30-40,5-10 yrs,Divorce Planning,74077,Marketing Manager,1,2,FL
2787,60+,5-10 yrs,Tax Aware Investing,162474,Small Business Owner,1,2,MA
2788,<30,10+ yrs,I don't know,68794,Accountant,0,5,IL
2789,60+,<2 yrs,Estate Planning,26003,Marketing Manager,1,1,NY
2790,60+,10+ yrs,Retirement Planning,249963,Doctor,0,3,TX
2791,40-50,5-10 yrs,Retirement Planning,37800,Retired,1,2,NJ
2792,60+,2-5 yrs,Retirement Planning,263544,Accountant,1,2,CA
2793,40-50,5-10 yrs,Divorce Planning,212923,Retired,0,4,NY
2794,30-40,10+ yrs,I don't know,114993,Retired,1,5,TX
2795,30-40,10+ yrs,Estate Planning,343202,Product Manager,0,4,WA
2796,40-50,<2 yrs,I don't know,493417,Software Engineer,1,2,NY
2797,<30,10+ yrs,Divorce Planning,56516,Professor,0,4,NY
2798,40-50,2-5 yrs,Estate Planning,31955,Doctor,1,3,FL
2799,60+,2-5 yrs,Tax Preparation,12359,Construction Manager,1,1,CA
2800,<30,2-5 yrs,Estate Planning,498926,Product Manager,1,4,TX
2801,40-50,<2 yrs,Management of New Wealth,44546,Retired,1,2,NJ
2802,60+,2-5 yrs,Tax Aware Investing,183787,Marketing Manager,1,2,CA
2803,60+,10+ yrs,Tax Preparation,33957,Student,1,2,IL
2804,60+,5-10 yrs,Tax Aware Investing,264194,Student,1,2,TX
2805,40-50,2-5 yrs,Divorce Planning,35238,Consultant,1,2,WA
2806,60+,2-5 yrs,Divorce Planning,22639,Student,0,1,WA
2807,40-50,10+ yrs,Retirement Planning,54849,Sales Manager,1,3,TX
